id	submitdate	lastpage	startlanguage	seed	startdate	datestamp	ipaddr	refurl	ProlificID	Gender	Age[SQ001]	SuperiorEducation[SQ001]	Instructions	Collaboration	Monitoring	CollaboratorAI	Taining1	Training2	Training3[SQ001]	Training3[SQ002]	Training3[SQ003]	Training4[SQ001]	Training5	Training50	Training6	Training7[SQ001]	Training7[SQ002]	Training7[SQ003]	Training8[SQ001]	Training9	Training91	Training10	Training11[SQ001]	Training11[SQ002]	Training11[SQ003]	Training12[SQ001]	Feedback1	randnumber1	Condition101	Condition001	Condition1011	Condition0010	Scenario2	Slider3[SQ001]	Slider3[SQ002]	Slider3[SQ003]	Slider4[SQ001]	randnumber2	Condition102	Condition002	Condition1021	Condition0020	Scenario3	Slider5[SQ001]	Slider5[SQ002]	Slider5[SQ003]	Slider6[SQ001]	randnumber3	Condition103	Condition003	Condition1031	Condition0030	Scenario4	Slider7[SQ001]	Slider7[SQ002]	Slider7[SQ003]	Slider8[SQ001]	randnumber4	Condition104	Condition004	Condition1041	Condition0040	Scenario5	Slider9[SQ001]	Slider9[SQ002]	Slider9[SQ003]	Slider10[SQ001]	randnumber5	Condition105	Condition005	Condition1051	Condition0050	Scenario6	Slider11[SQ001]	Slider11[SQ002]	Slider11[SQ003]	Slider12[SQ001]	CQ11	CQ12	randnumber6	Condition106	Condition006	Condition1061	Condition0060	Scenario7	Slider13[SQ001]	Slider13[SQ002]	Slider13[SQ003]	Slider14[SQ001]	randnumber7	Condition107	Condition007	Condition1071	Condition0070	Scenario8	Slider15[SQ001]	Slider15[SQ002]	Slider15[SQ003]	Slider16[SQ001]	randnumber8	Condition108	Condition008	Condition1081	Condition0080	Scenario9	Slider17[SQ001]	Slider17[SQ002]	Slider17[SQ003]	Slider18[SQ001]	randnumber9	Condition109	Condition009	Condition1091	Condition0090	Scenario10	Slider19[SQ001]	Slider19[SQ002]	Slider19[SQ003]	Slider20[SQ001]	randnumber10	Condition110	Condition010	Condition1101	Condition0100	Scenario11	Slider21[SQ001]	Slider21[SQ002]	Slider21[SQ003]	Slider22[SQ001]	CQ21	CQ22	randnumber11	Condition111	Condition011	Condition1111	Condition0110	Scenario12	Slider23[SQ001]	Slider23[SQ002]	Slider23[SQ003]	Slider24[SQ001]	randnumber12	Condition112	Condition012	Condition1121	Condition0120	Scenario13	Slider25[SQ001]	Slider25[SQ002]	Slider25[SQ003]	Slider26[SQ001]	randnumber13	Condition113	Condition013	Condition1131	Condition0130	Scenario14	Slider27[SQ001]	Slider27[SQ002]	Slider27[SQ003]	Slider28[SQ001]	randnumber14	Condition114	Condition014	Condition1141	Condition0140	Scenario15	Slider29[SQ001]	Slider29[SQ002]	Slider29[SQ003]	Slider30[SQ001]	randnumber16	Condition116	Condition016	Condition1161	Condition0160	Scenario17	Slider33[SQ001]	Slider33[SQ002]	Slider33[SQ003]	Slider34[SQ001]	CQ31	CQ32	randnumber20	Condition120	Condition020	Condition0200	Condition1201	Scenario21	Slider41[SQ001]	Slider41[SQ002]	Slider41[SQ003]	Slider42[SQ001]	randnumber21	Condition121	Condition021	Condition0210	Condition1211	Scenario22	Slider43[SQ001]	Slider43[SQ002]	Slider43[SQ003]	Slider44[SQ001]	randnumber22	Condition122	Condition022	Condition0220	Condition1221	Scenario23	Slider45[SQ001]	Slider45[SQ002]	Slider45[SQ003]	Slider46[SQ001]	randnumber23	Condition123	Condition023	Condition0230	Condition1231	Scenario24	Slider47[SQ001]	Slider47[SQ002]	Slider47[SQ003]	Slider48[SQ001]	randnumber25	Condition125	Condition025	Condition0250	Condition1251	Scenario26	Slider51[SQ001]	Slider51[SQ002]	Slider51[SQ003]	Slider52[SQ001]	Feedback2	interviewtime	groupTime30047	ProlificIDTime	groupTime30045	GenderTime	groupTime30046	AgeTime	groupTime30048	SuperiorEducationTime	groupTime29971	InstructionsTime	groupTime29972	CollaborationTime	MonitoringTime	CollaboratorAITime	groupTime29969	Taining1Time	groupTime29977	Training2Time	groupTime29978	Training3Time	Training4Time	groupTime29979	Training5Time	groupTime29970	Training50Time	Training6Time	groupTime29980	Training7Time	Training8Time	groupTime29981	Training9Time	groupTime29982	Training91Time	Training10Time	groupTime29983	Training11Time	Training12Time	groupTime29984	Feedback1Time	groupTime29975	randnumber1Time	Condition101Time	Condition001Time	groupTime29985	Condition1011Time	Condition0010Time	Scenario2Time	groupTime29986	Slider3Time	Slider4Time	groupTime29987	randnumber2Time	Condition102Time	Condition002Time	groupTime29988	Condition1021Time	Condition0020Time	Scenario3Time	groupTime29989	Slider5Time	Slider6Time	groupTime29990	randnumber3Time	Condition103Time	Condition003Time	groupTime29991	Condition1031Time	Condition0030Time	Scenario4Time	groupTime29992	Slider7Time	Slider8Time	groupTime29993	randnumber4Time	Condition104Time	Condition004Time	groupTime29994	Condition1041Time	Condition0040Time	Scenario5Time	groupTime29995	Slider9Time	Slider10Time	groupTime29996	randnumber5Time	Condition105Time	Condition005Time	groupTime29997	Condition1051Time	Condition0050Time	Scenario6Time	groupTime29998	Slider11Time	Slider12Time	groupTime30044	CQ11Time	CQ12Time	groupTime29999	randnumber6Time	Condition106Time	Condition006Time	groupTime30000	Condition1061Time	Condition0060Time	Scenario7Time	groupTime30001	Slider13Time	Slider14Time	groupTime30002	randnumber7Time	Condition107Time	Condition007Time	groupTime30003	Condition1071Time	Condition0070Time	Scenario8Time	groupTime30004	Slider15Time	Slider16Time	groupTime30005	randnumber8Time	Condition108Time	Condition008Time	groupTime30006	Condition1081Time	Condition0080Time	Scenario9Time	groupTime30007	Slider17Time	Slider18Time	groupTime30008	randnumber9Time	Condition109Time	Condition009Time	groupTime30009	Condition1091Time	Condition0090Time	Scenario10Time	groupTime30010	Slider19Time	Slider20Time	groupTime30011	randnumber10Time	Condition110Time	Condition010Time	groupTime30012	Condition1101Time	Condition0100Time	Scenario11Time	groupTime30013	Slider21Time	Slider22Time	groupTime30043	CQ21Time	CQ22Time	groupTime30014	randnumber11Time	Condition111Time	Condition011Time	groupTime30015	Condition1111Time	Condition0110Time	Scenario12Time	groupTime30016	Slider23Time	Slider24Time	groupTime30017	randnumber12Time	Condition112Time	Condition012Time	groupTime30018	Condition1121Time	Condition0120Time	Scenario13Time	groupTime30019	Slider25Time	Slider26Time	groupTime30020	randnumber13Time	Condition113Time	Condition013Time	groupTime30021	Condition1131Time	Condition0130Time	Scenario14Time	groupTime30022	Slider27Time	Slider28Time	groupTime30023	randnumber14Time	Condition114Time	Condition014Time	groupTime30024	Condition1141Time	Condition0140Time	Scenario15Time	groupTime30025	Slider29Time	Slider30Time	groupTime30029	randnumber16Time	Condition116Time	Condition016Time	groupTime30030	Condition1161Time	Condition0160Time	Scenario17Time	groupTime30031	Slider33Time	Slider34Time	groupTime30042	CQ31Time	CQ32Time	groupTime30049	randnumber20Time	Condition120Time	Condition020Time	groupTime30050	Condition0200Time	Condition1201Time	Scenario21Time	groupTime30051	Slider42Time	Slider41Time	groupTime30052	randnumber21Time	Condition121Time	Condition021Time	groupTime30053	Condition0210Time	Condition1211Time	Scenario22Time	groupTime30054	Slider43Time	Slider44Time	groupTime30055	randnumber22Time	Condition122Time	Condition022Time	groupTime30056	Condition0220Time	Condition1221Time	Scenario23Time	groupTime30057	Slider45Time	Slider46Time	groupTime30058	randnumber23Time	Condition123Time	Condition023Time	groupTime30059	Condition0230Time	Condition1231Time	Scenario24Time	groupTime30060	Slider47Time	Slider48Time	groupTime30064	randnumber25Time	Condition125Time	Condition025Time	groupTime30065	Condition0250Time	Condition1251Time	Scenario26Time	groupTime30066	Slider51Time	Slider52Time	groupTime30041	Feedback2Time
140	2022-04-14 08:08:30	80	en	529321355	2022-04-14 07:41:08	2022-04-14 08:08:30	84.85.86.13		5c9d68f2e4a1e70001fe291e	Other	18	2		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			75	97	98	100				6	11	1	100				32	35	42	34		1						82	88	98	89	1						100	82	94	100	1						97	64	98	94	1						93	81	91	96	1						97	96	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						94	59	92	100	1						96	42	100	81	1						96	46	98	89	2						83	76	97	9	2						95	35	94	10	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						33	19	71	91	2						98	88	94	10	1						63	33	83	81	2						87	30	91	6	2						92	84	91	92	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						88	94	95	99	2						32	37	47	25	1						83	84	94	87	1						97	86	93	95	1						90	76	100	100		1677,65	10,71		5,04		5,7		12,76		76,48		24,95				54,11		12,83		28,87			19,55		35,83			15,19			7,59		33,07			14,13			10,62		7,35				43,9				20,89			7,9				32,26				11,33			7,3				33,16				14,26			7,18				47,67				9,96			6,98				32,38				12,94			16,14			7,1				34,38				14,75			8,7				43,83				15,87			8,56				44,9				14,49			7,28				36,63				16,38			7,68				33,33				19,28			16,07			8,73				33,16				12,15			8,48				33,27				12,12			7,4				33,14				12,93			7,95				32,37				11,39			8,33				32,85				13,5			9,91			9,84				35,83				12,24			7,81				45,32				11,17			7,46				78,79				13,57			8,15				32,86				9,93			8,74				88,66				12,24			9,1	
141	2022-04-14 08:11:26	80	en	557872533	2022-04-14 07:41:27	2022-04-14 08:11:26	109.175.185.24		5fb859b788401058d3fe6614	Male	19	1		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	50	100	100				0	0	0	100				75	93	88	100		2						51	0	76	0	1						100	100	98	100	2						50	0	70	0	2						64	0	30	31	2						85	0	100	0	FALSE	Rules for preserving the connection between words and what they stand for	1						20	76	30	100	1						74	0	81	100	2						31	30	66	16	2						34	68	50	50	1						49	79	50	51	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						70	30	71	18	2						19	9	60	49	1						66	23	67	100	2						85	21	88	0	1						79	90	79	100	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	1						61	20	76	100	1						60	51	69	100	2						50	50	51	51	1						56	7	60	100	1						37	29	66	100		1771,91	6,71		3,93		8,26		6,12		84,19		44,05				39,61		21,15		42,59			11,81		34,49			43,16			7,42		32,39			13,97			7,12		8,08				31,54				17,77			8,05				41,53				7,12			6,72				53,14				14,18			9,37				31,9				7,72			11,67				31,57				13,39			51,58			8,52				34,7				15,21			8,89				32,91				8,46			7,65				42,18				10,54			12,23				31,43				11,49			8,51				32,98				7,58			13,66			8,93				65,67				7,21			14,22				32,97				7,68			10,93				42,93				6,1			26,3				80,97				4,86			10,01				67,86				8,91			20,74			7,69				32,7				11,87			42,94				56,22				6,47			7,8				31,62				5,51			16,08				35,55				8,43			7,39				32,84				7,66			5,61	
143	2022-04-14 08:22:12	80	en	814419743	2022-04-14 07:41:46	2022-04-14 08:22:12	95.144.49.12		5f5237fcaf03924ab9a224ce	Female	35	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	100	100	100				100	99	100	100				100	100	100	100		2						100	100	100	0	1						100	100	100	100	2						100	100	100	0	2						100	100	100	0	2						100	100	100	0	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	100	100	100	1						100	100	100	100	1						100	100	100	100	1						100	100	100	100	1						100	98	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	100	100	100	2						100	100	100	0	2						100	100	100	0	2						100	100	100	100	2						100	100	100	100	TRUE	Rules for preserving the connection between words and what they stand for	1						100	100	100	100	2						100	100	100	0	2						100	100	100	0	1						100	100	100	100	1						100	100	100	100		2463,87	5,9		4,79		6,94		6,81		63,62		23,76				21,95		8,59		29,62			24,71		36,56			18,62			7,61		37,35			7,89			7,39		8,2				78,97				19,33			7,53				32,91				8,73			38,1				87,43				13,85			56,88				68,97				8,7			13,29				35				8,68			29,41			7,96				59,86				7,02			8,44				32,59				7,33			49,65				32,15				7,7			38,99				34,43				8,12			25,3				32,89				7,85			19,06			6,93				40,12				219,38			7,45				32,45				7,26			36,93				56,87				22,47			17,36				60,13				7,8			8,73				32,75				7,69			15,79			9,21				62,34				7,13			14,04				60,64				7			27,79				158,78				7,59			99,08				34,97				7,65			24,84				145,29				6,44			3,54	
144	2022-04-14 08:26:43	80	en	1552853853	2022-04-14 07:42:00	2022-04-14 08:26:43	143.159.84.98		572f526c3c27e7000e0b8aaa	Male	32	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system										100	99	98	98				40	99	52	28		1						67	10	88	99	1						70	27	99	83	1						60	87	65	27	1						99	0	78	98	1						6	15	24	0	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	1						86	0	99	99	2						99	99	97	1	1						79	2	99	98	2						97	100	100	1	2						100	99	99	1	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						99	70	97	97	2						9	2	48	99	1						98	50	84	85	1						12	99	31	1	1						51	1	75	97	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	1						99	27	97	99	2						99	99	99	0	2						2	50	2	99	1						75	0	98	77	2						77	98	61	19		2724,23	14,37		5,45		14,55		5,98		64,85		20,59				28,83		37,24		47,9			35,81		41,11			147			9,66		36,78			65,8			9,3		8,68				33,9				31,77			9,27				39,85				24,83			8,09				34,45				50,36			8,47				52,15				31,03			8,67				35,74				57,28			36,51			9,98				68,43				36,79			12,03				59,6				29,58			8,18				52,11				47,79			14,07				40,07				16,11			16,71				122,99				34,12			31,37			7,94				44,84				37,98			7,7				33,79				51,51			9,49				34,9				28,39			94,59				69,2				46,14			7,95				41,68				28,49			31,32			7,77				69,5				32,24			7,59				56,59				19,26			7,35				35,84				25,04			7,31				41,55				20,7			8,81				99,98				37,09			15,5	
145	2022-04-14 08:09:53	80	en	211935594	2022-04-14 07:42:06	2022-04-14 08:09:53	86.14.206.215		5c90d9abd120d1001478dd6d	Female	35	2		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system										100	0	100	49				0	100	0	0		1						100	0	100	100	1						0	0	100	100	1						0	0	0	100	1						0	0	1	100	2						0	0	0	100	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						0	100	0	100	2						0	0	100	0	1						0	0	0	0	2						0	0	100	0	1						100	0	100	100	TRUE	Rules for preserving the connection between words and what they stand for	2						0	100	0	100	1						100	0	100	100	2						0	100	0	100	1						100	0	100	100	2						0	100	0	100	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	0	0	100	2						100	0	100	0	2						100	0	100	0	1						100	0	100	100	1						100	0	100	100		1703,34	4,83		4,75		6,49		4,53		62,99		21,04				20,41		18,75		20,51			12,72		35,25			99,74			25,16		32,78			84,66			5,98		16,33				33,58				14,59			8,11				37,04				11,08			24,87				32,92				16,02			14,52				33,05				45,36			8,43				33,04				11,99			22,86			8,65				54,51				11,67			14,52				35,32				10,99			7,39				32,92				11,08			7,14				32,31				8,69			7,74				32,48				10,13			27,58			8,1				32,49				9,57			8,3				32,84				8,9			7,83				32,35				14,82			9,13				32,93				9,87			9,27				32,59				8,94			30,72			15,98				32,7				10,1			10,09				33,15				8,14			8,62				38,88				8,53			7,77				37,6				11,85			8				32,67				8,54			4,57	
146	2022-04-14 08:11:39	80	en	581387299	2022-04-14 07:42:06	2022-04-14 08:11:39	90.205.251.97		5e518637f728911b666282e6	Female	25	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	75	75	100				25	0	100	30				100	0	100	100		2						100	0	100	100	1						100	0	100	100	2						0	0	100	35	2						0	100	0	100	2						0	0	0	100	FALSE	Rules for preserving the connection between words and what they stand for	2						0	100	0	100	2						100	0	50	0	2						100	0	100	100	2						0	0	0	100	2						100	0	100	0	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						100	0	0	100	2						100	100	100	100	1						100	100	100	100	1						100	0	100	100	2						0	0	100	0	FALSE	Rules for preserving the connection between words and what they stand for	2						100	0	100	100	1						100	100	100	100	1						0	100	100	0	2						0	100	100	0	2						100	100	100	0		1754,24	4,26		3,45		5,1		3,3		16,07		7,51				46,09		29,11		45,31			26,06		33,12			93,36			9,79		59,78			90,31			4,13		7,28				34,09				10,04			7,3				32,62				9,23			7,15				48,58				16,18			6,94				45,23				19,26			7,27				33				7,38			39,93			18,93				31,85				10,65			7,29				33,91				17,92			6,92				34,13				9,97			7,1				35,58				10,23			7,07				33,2				8,58			39,13			8,78				38,17				16			7,77				39,28				12,68			21,71				32,48				10,03			10,66				38,48				8,97			9,27				34,8				12,36			21,25			7,59				45,61				11,25			10,93				48,23				11,08			9,17				34,37				11,93			11,66				32,43				15,03			7,91				38,59				8,74			6,34	
148	2022-04-14 08:36:24	80	en	432677903	2022-04-14 07:42:13	2022-04-14 08:36:24	102.65.60.244		5fa154fd4cbe97227182aff7	Male	30	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system										90	90	20	90				90	85	80	95		1						70	40	65	80	2						70	75	80	30	2						76	70	80	30	2						80	30	70	90	1						70	30	60	30	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						80	30	30	70	2						80	30	30	75	1						35	90	72	30	1						80	25	80	95	2						70	50	30	30	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						80	30	80	85	2						10	10	20	90	2						35	25	60	40	1						69	75	75	35	1						30	70	30	30	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						28	82	78	75	1						75	38	73	76	1						25	35	35	30	2						25	73	25	30	2						70	20	70	80		3281,02	11,03		4,25		9,1		33,04		189,88		44,58				49,57		40,49		351,71			55,17		63,38			281,55			18,37		33,75			91,28			36,5		10,62				34,22				71,48			11,06				51,02				38,79			8,54				32,39				29,25			7,41				61,32				38,23			8				38,52				32,11			85,63			11,91				41				27,37			8,1				47,76				31,75			8,96				35,94				50,77			9,84				48,98				43,47			8,31				34,99				49,78			37,19			15,08				33,67				53,27			8,26				43,88				28			7,96				39,91				25,09			7,1				37,55				51,57			7,96				63,11				15,57			26,99			12,21				38,68				36,83			7,36				69,22				23,5			7,18				38,97				22,67			9,15				38,39				34,18			9,09				66,4				25,89			7,97	
149	2022-04-14 08:34:14	80	en	1535938194	2022-04-14 07:42:22	2022-04-14 08:34:14	82.6.155.69		62349099af33a7e0ca9357f5	Male	29	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			96	83	100	75				0	100	0	100				100	100	100	100	The definition of objective/subjective was a little difficult to understand. I had to read it a few times.	2						95	95	95	5	2						90	90	89	10	1						0	0	0	90	2						75	0	75	20	2						100	0	100	0	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						100	0	100	100	1						100	75	100	100	2						30	60	30	70	2						75	5	75	30	1						100	0	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	80	100	100	1						100	95	100	100	2						35	0	40	75	1						75	75	75	90	2						100	75	100	15	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						70	25	25	75	2						75	0	50	20	2						80	85	80	25	1						100	100	100	100	2						50	0	65	50		3109,17	3,65		3,69		6,1		2,84		16		9,3				37,77		19,32		60,06			26,87		32,86			302,27			7,94		38,23			12,18			230,39		7,63				39,49				35,85			8,13				147,99				29,85			12,28				57,55				22,6			7,73				73,12				23,14			7,13				36,46				40,05			86,14			7,64				96,78				34,02			7,57				168,57				18,52			7,73				53,53				55,2			7,29				97,88				15,22			7,13				53,36				9,71			19,53			7,46				36,06				11,32			7,18				46,67				11,57			7,32				33,22				33,91			7,95				36,57				45,75			7,55				97,57				19,25			74,84			7,8				32,9				68,91			7,83				98,69				23,74			7,7				113,6				19,21			7,85				34,11				9,73			7,5				55,89				14,36			10,87	
150	2022-04-14 08:18:39	80	en	1678427701	2022-04-14 07:42:23	2022-04-14 08:18:39	198.28.69.5		6033e1c97228c71437568d9a	Female	31	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	100	100	100				100	100	100	0				100	34	69	100		2						70	16	70	100	1						18	21	76	100	1						31	0	17	0	2						100	100	100	100	2						100	35	100	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	21	72	0	1						61	100	100	100	2						15	78	15	24	2						19	100	100	0	2						27	100	100	0	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	17	62	0	1						100	100	100	100	2						100	100	100	0	1						100	100	22	100	2						100	100	100	0	FALSE	Rules for preserving the connection between words and what they stand for	2						21	100	25	100	1						100	34	100	100	1						100	32	100	100	1						100	29	31	0	2						22	100	100	100		2210,05	3,25		5,48		5,74		3,99		62,32		12,83				12,2		4,71		29,05			25,37		32,19			228,99			8,6		32,9			68,32			5,08		33,72				33,34				19,85			8,45				41,47				25,4			10,23				32,35				13,83			9,33				32,97				12,62			49,54				38,31				17,35			33,48			7,45				34,02				14,99			7				39,04				21,15			7,41				32,68				17,76			9,29				33,7				20,85			7,93				37,33				17,76			50,33			7,35				36,83				24,78			9,76				38,47				10,03			28,27				32,83				9,36			8,3				34,19				13,97			6,68				217,4				11,5			21,48			10,28				35,08				11			7,56				43,36				12,02			9,27				52,62				9,85			7,61				93,1				12,06			8,83				51,73				15,87			6,66	
153	2022-04-14 08:11:01	80	en	2001915261	2022-04-14 07:43:02	2022-04-14 08:11:01	188.223.38.216		600534ebc2755738396c8490	Male	31	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	100	100	100				87	91	88	100				11	71	82	75		2						7	64	85	21	1						83	77	66	75	1						100	70	95	97	1						100	100	100	100	1						38	71	32	28	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						100	100	100	0	2						61	64	1	98	2						91	20	93	11	1						95	93	92	98	2						100	100	100	0	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						73	13	71	67	1						100	80	90	100	2						100	100	100	100	1						98	99	98	77	2						100	100	100	0	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						78	18	27	23	2						87	77	77	90	1						95	93	92	7	2						95	0	100	0	2						90	68	97	52		1709,18	5,58		5,08		8,32		19,1		64,26		26,78				21,3		5,25		15,31			8,37		44,31			34,09			7,7		33,3			29,08			21,18		8,47				32,01				13,75			8,89				33,14				14,07			8,96				33,8				16,31			8,13				32,75				11,26			13,14				33,04				16,43			42,33			8,53				32,68				11,6			8,52				33				12,57			8,8				32,79				18,6			8,98				113,26				11,62			8,62				49,41				18,5			28,64			8,43				32,94				19,68			8,1				32,69				17,41			7,86				32,66				11,02			8,02				33,35				12,52			7,44				33,39				11,64			44,17			8,8				32,9				11,08			7,27				55,78				13,45			8,03				37,79				11,04			8,15				37,08				13,74			7,79				33,13				15,18			5,04	
156	2022-04-14 08:41:25	80	en	1671364800	2022-04-14 07:43:38	2022-04-14 08:41:25	122.56.207.244		5f29eff59714081a3594a331	Male	34	7		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system										100	85	74	100				100	100	100	100	The instructions are clear	1						50	0	80	70	2						71	70	100	60	1						15	15	13	0	1						100	80	80	90	1						18	0	68	50	TRUE	Rules for preserving the connection between words and what they stand for	2						8	0	76	90	1						50	50	50	50	2						94	0	94	6	2						94	89	88	67	2						81	0	12	50	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						83	82	81	100	2						94	8	10	100	1						10	13	10	0	1						92	8	92	60	2						16	0	50	100	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						89	86	94	79	2						50	19	19	50	1						80	90	50	50	1						13	10	90	100	1						100	100	83	100		3499,05	49,76		14,53		33		26,65		114,89		53,17				53,08		33,04		42,42			31,18		52,04			209,95			25,53		42,09			21,8			61		20,59				34,5				74,15			12,05				251,96				25,12			7,84				34,11				23,68			19,19				78,27				29,38			92,11				59,62				28,81			52,59			15,37				40,46				33,5			9,39				66,49				19,78			8,46				39,3				17,79			9,73				54,23				30,56			9,99				44,94				24,03			18,1			9,93				32,95				24,85			8,84				51,34				22,83			9,06				37,28				18,79			10,2				59,96				23,78			9,59				45,81				21,31			38,98			12,87				40,13				20,7			8,42				99,29				42,17			52,19				204,1				120,38			30,36				157,97				25,33			10,89				73,44				15,74			9,35	
161	2022-04-14 08:18:42	80	en	2104746998	2022-04-14 07:44:40	2022-04-14 08:18:42	58.7.107.237		60fd9b1f9557d7bffbb5e6de	Female	27	10		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			80	25	86	90				12	26	39	100				82	78	83	99		1						73	70	85	99	1						59	85	88	95	2						35	86	61	65	2						8	39	15	99	1						57	71	60	64	TRUE	Rules for preserving the connection between words and what they stand for	2						39	83	83	83	1						99	91	99	99	1						86	77	83	93	1						79	79	88	88	2						84	81	89	1	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						64	45	76	38	2						80	72	84	2	2						86	77	75	17	1						69	80	81	84	2						65	78	74	10	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						87	61	92	99	1						81	83	90	98	2						26	64	21	99	2						62	60	76	38	1						88	94	94	98		2077,67	4,49		4,57		5,93		4,68		77,75		10,85				35,05		26,09		49,74			44,4		39,49			75,24			10,57		36,21			13,51			7,38		8,7				33,69				16,88			10,26				33,24				33,99			28,31				68,67				17,99			7,54				51,47				16,02			21,75				32,37				17,51			140,5			8,47				35,67				15,49			14,71				33,01				9,7			7,91				33,81				13,7			8,32				47,19				16,27			11,9				33,51				12,82			71,71			8,22				33,19				13,25			12,41				37,39				15,52			7,88				76,2				10,41			7,95				33,38				11,51			7,3				34,04				18,36			92,65			9,06				35,29				12,2			7,42				33,09				13,47			7,9				33,74				13,65			7,78				38,98				19,03			7,5				33,41				10,49			15,97	
164	2022-04-14 09:13:59	80	en	770050161	2022-04-14 07:45:21	2022-04-14 09:13:59	1.128.105.201		5e3842b92fdfd2000fc286a4	Female	33	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	100	100	100				35	35	40	100				100	100	100	100		1						100	100	100	100	1						100	100	100	100	2						100	100	100	0	2						100	100	100	0	1						0	65	20	0	TRUE	Rules for preserving the connection between words and what they stand for	1						100	0	25	0	2						0	100	50	75	1						100	100	100	100	1						70	0	100	50	1						0	0	100	0	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						100	100	100	0	2						0	0	100	100	1						100	99	99	100	1						0	75	100	50	2						60	100	100	20	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	2						0	25	100	90	1						50	100	100	100	2						50	50	100	50	2						0	0	100	100	1						100	100	100	100	Thank you	5355,47	12,36		11,62		12,9		32,01		221,94		159,12				53,75		66,84		89,09			31,58		55,68			221,57			24,33		54,89			79,92			25,11		12,35				72,39				16,78			11,07				219,84				16,26			8,01				73				61,19			8,71				86,03				70,92			10,94				174,37				129,8			234,58			14,4				56,52				140,42			11,95				72,22				82,24			9,27				69,05				63,19			12,21				94,95				148,59			20,83				75,11				200,87			108,64			17,45				38,23				64,71			34,74				45,72				103,2			64,86				113,36				57,98			13,12				43,71				101,5			16,03				49,1				140,57			66,19			12,26				36,17				96,71			14,03				90,99				68,39			13,13				193,7				52,73			11,97				55,39				62,66			13,61				81,75				17,43			24,67	
